location,city,latitude,longitude,price,numBathrooms,numBalconies,isNegotiable,SecurityDeposit,Status,Size_ft²,BHK,rooms_num,property_type,verification_days
Uttam Nagar,Delhi,28.62167168,77.05780792,15000,3,0,0,0,Semi-Furnished,900,1,3,Independent Floor,1095.0
Malad West,Mumbai,19.1969471,72.83693695,72000,3,0,0,0,Unfurnished,1200,1,3,Apartment,1.0
Santacruz East,Mumbai,22.60107994,88.45159149,5000,1,0,0,0,Semi-Furnished,300,1,1,Apartment,16.0
Deonar,Mumbai,19.04789543,72.91614532,115000,3,0,0,0,Semi-Furnished,1421,1,3,Apartment,5.0
Greater kailash 1,Delhi,28.54862404,77.23415375,125000,3,0,0,0,Semi-Furnished,3000,1,3,Apartment,270.0
Andheri West,Mumbai,19.12345505,72.83013916,55000,2,0,0,0,Furnished,500,1,1,Apartment,30.0
Babar Road,Delhi,28.63135529,77.2289505,1010101,4,2,0,4011022,Unfurnished,6521,1,5,Villa,365.0
Baner,Pune,18.56738091,73.78688049,42000,3,0,0,0,Semi-Furnished,1400,1,3,Apartment,30.0
Santacruz East,Mumbai,19.0743084,72.86810303,107000,3,0,0,0,Furnished,1200,1,3,Apartment,30.0
Undri,Pune,18.45936012,73.92002869,24000,3,3,0,72000,Unfurnished,1700,1,3,Apartment,1095.0
mayur vihar phase 1,Delhi,28.60659218,77.29367828,40000,2,1,1,80000,Semi-Furnished,1450,1,3,Apartment,180.0
Kalwa,Mumbai,19.19865036,73.00214386,12000,2,0,0,0,Unfurnished,645,1,1,Apartment,1095.0
Kharghar,Mumbai,19.05172348,73.07276917,18500,2,2,0,100000,Unfurnished,1100,1,2,Apartment,365.0
Sector-15 Ghansoli,Mumbai,19.12387466,72.99108124,12000,2,1,1,35000,Unfurnished,600,1,1,Apartment,180.0
Juhu,Mumbai,19.10569191,72.8254776,300000,3,0,0,0,Furnished,2200,1,3,Apartment,730.0
Kandivali West,Mumbai,19.20169067,72.83439636,29000,2,0,0,100000,Semi-Furnished,553,1,1,Apartment,30.0
Hauz Khas,Delhi,28.55542183,77.20988464,504015,4,2,0,1540101,Unfurnished,5896,1,4,Independent House,365.0
Paschim Vihar,Delhi,28.67246056,77.1107254,22000,2,0,0,0,Semi-Furnished,756,1,2,Independent Floor,22.0
Tathawade,Pune,18.6384201,73.73475647,13100,2,0,0,0,Semi-Furnished,945,1,2,Apartment,1095.0
Karve Nagar,Pune,18.49023247,73.819664,18000,1,0,0,0,Semi-Furnished,600,1,1,Apartment,60.0
Mayur Vihar,Delhi,28.60975075,77.33620453,18000,2,1,0,36000,Semi-Furnished,1050,1,2,Apartment,14.0
South Extension 2,Delhi,28.5687809,77.23298645,150000,3,0,0,0,Semi-Furnished,1800,1,3,Independent Floor,15.0
Janakpuri,Delhi,28.62412453,77.08145905,25000,2,2,0,50000,Semi-Furnished,1200,1,3,Apartment,12.0
Viman Nagar,Pune,18.56966591,73.91046143,40000,2,0,0,0,Furnished,1000,1,2,Apartment,13.0
Undri,Pune,18.4537487,73.91627502,9000,1,0,0,30000,Semi-Furnished,850,1,1,Apartment,1095.0
Lajpat Nagar III,Delhi,28.56769562,77.24327087,59999,3,0,0,0,Semi-Furnished,1801,1,3,Independent Floor,730.0
Andheri East,Mumbai,19.11436844,72.884758,70000,2,0,0,0,Unfurnished,1700,1,2,Apartment,180.0
Uttam Nagar,Delhi,28.61867714,77.05335236,8500,1,0,0,0,Semi-Furnished,500,1,2,Independent Floor,12.0
Wagholi,Pune,18.58438492,73.99645233,14500,2,2,0,40000,Semi-Furnished,998,1,2,Apartment,365.0
Ville Parle East,Mumbai,19.0951004,72.8605957,65000,2,0,0,0,Furnished,900,1,2,Apartment,1095.0
Hadapsar,Pune,18.49149323,73.93418121,9000,2,0,0,20000,Unfurnished,550,1,1,Apartment,1095.0
Jor bagh,Delhi,28.67728996,77.15930176,1020201,4,2,0,4010202,Unfurnished,5896,1,4,Independent Floor,180.0
Kharadi,Pune,18.53939819,73.93421173,33000,2,0,0,100000,Furnished,1114,1,2,Apartment,365.0
Bandra West,Mumbai,19.05635643,72.8288269,375000,4,0,0,0,Semi-Furnished,2200,1,4,Apartment,12.0
Vasant Vihar,Delhi,28.55739021,77.15714264,401012,3,2,0,1011081,Unfurnished,2856,1,3,Independent Floor,60.0
Wagholi,Pune,18.57564735,73.98487854,12000,2,2,0,30000,Semi-Furnished,987,1,2,Apartment,365.0
Sanpada,Mumbai,19.05493736,73.01587677,39000,3,0,0,0,Semi-Furnished,1100,1,2,Apartment,730.0
Sector 8 Dwarka,Delhi,28.57110023,77.07225037,17500,2,0,0,0,Semi-Furnished,750,1,2,Independent Floor,30.0
Shanti Niketan,Delhi,28.57792091,77.16937256,301012,4,2,0,1010202,Unfurnished,5896,1,4,Independent Floor,180.0
Maharani Bagh,Delhi,28.57262039,77.26422119,848485,4,2,0,4040440,Unfurnished,6251,1,5,Villa,365.0
Malcha Marg,Delhi,28.60173035,77.18534088,1220101,4,2,0,5419185,Unfurnished,5896,1,4,Villa,180.0
Thane West,Mumbai,19.27543259,72.96281433,13000,1,0,0,0,Unfurnished,600,1,1,Apartment,15.0
Dombivali,Mumbai,19.15149117,73.07994843,15000,2,0,0,0,Semi-Furnished,918,1,2,Apartment,30.0
Thane West,Mumbai,19.22167778,72.97745514,35000,2,0,0,0,Semi-Furnished,950,1,2,Apartment,9.0
Rajouri Garden,Delhi,28.64152908,77.12091064,45000,3,0,0,0,Furnished,1600,1,3,Independent Floor,365.0
Defence Colony,Delhi,28.57183075,77.23332977,401015,4,2,0,1820202,Unfurnished,4362,1,5,Independent Floor,365.0
Ulwe,Mumbai,18.97488022,73.05581665,9000,1,0,0,0,Unfurnished,700,1,1,Apartment,30.0
Subhash Nagar,Delhi,28.63766098,77.11206818,18250,1,0,0,0,Furnished,550,1,1,Independent Floor,365.0
Ghansoli,Mumbai,19.12073898,72.9921875,65000,3,5,0,200000,Unfurnished,2200,1,3,Apartment,180.0
Panchsheel Park,Delhi,28.54154015,77.21611786,301012,4,2,0,1010201,Unfurnished,6521,1,5,Independent Floor,180.0
Seawoods,Mumbai,19.14399147,72.99369049,19000,1,0,0,0,Furnished,700,1,1,Apartment,730.0
Karampura,Delhi,28.66662407,77.14854431,24000,1,0,0,0,Furnished,342,1,1,Apartment,12.0
Hinjewadi,Pune,18.57841873,73.68244171,17000,2,1,0,40000,Unfurnished,760,1,2,Apartment,365.0
Shanti Niketan,Delhi,28.57792091,77.16937256,401012,4,2,0,1282022,Unfurnished,5562,1,4,Independent Floor,1095.0
Badlapur East,Mumbai,19.144207,73.24699402,3000,1,0,0,0,Unfurnished,450,0,1,Studio Apartment,1095.0
Wagholi,Pune,18.58126259,73.98873901,1500,1,0,1,5000,Unfurnished,150,1,1,Independent Floor,365.0
Nigdi,Pune,18.6574707,73.76837921,16000,2,1,0,50000,Semi-Furnished,800,1,2,Apartment,365.0
Thane West,Mumbai,19.27075386,72.97117615,16000,2,4,0,60000,Semi-Furnished,940,1,2,Apartment,365.0
Ghitorni,Delhi,28.49571991,77.13581085,401102,4,2,0,1010200,Unfurnished,5896,1,4,Independent House,60.0
Deccan Gymkhana,Pune,18.51568413,73.83542633,6000,2,0,0,0,Semi-Furnished,600,1,2,Apartment,180.0
Hinjewadi,Pune,18.57286263,73.68908691,18500,1,0,0,0,Semi-Furnished,550,1,1,Apartment,11.0
Sector 10 Dwarka,Delhi,28.5860405,77.06106567,60000,3,0,0,0,Semi-Furnished,2500,1,4,Apartment,30.0
Hadapsar,Pune,18.52124214,73.93656921,25000,2,0,1,60000,Semi-Furnished,1050,1,2,Apartment,18.0
Greater kailash 1,Delhi,28.55175018,77.23332977,201021,4,2,0,601011,Unfurnished,5211,1,4,Independent Floor,1095.0
Geetanjali Enclave,Delhi,28.53087997,77.20243073,321919,4,2,0,1012020,Unfurnished,6521,1,5,Independent Floor,150.0
Kanjurmarg,Mumbai,19.1339817,72.93009186,45000,2,0,0,0,Furnished,850,1,2,Apartment,1095.0
Wagholi,Pune,18.58438492,73.99645233,9500,2,0,0,0,Semi-Furnished,780,1,2,Apartment,1095.0
Defence Colony,Delhi,28.57263374,77.23251343,250000,4,0,0,0,Semi-Furnished,2000,1,3,Independent Floor,30.0
Pimpri,Pune,18.62777901,73.8061676,30000,2,0,0,0,Unfurnished,750,1,2,Apartment,30.0
Sector 4 Dwarka,Delhi,28.60176086,77.04917145,35000,2,0,0,0,Semi-Furnished,1800,1,3,Apartment,60.0
Chattarpur,Delhi,28.49751854,77.17887115,10000,1,0,0,0,Unfurnished,450,1,1,Apartment,60.0
Bavdhan,Pune,18.52169418,73.7624588,24000,3,0,0,0,Unfurnished,1450,1,3,Apartment,1095.0
NIBM Annex Mohammadwadi,Pune,18.47858429,73.91229248,55000,3,0,0,0,Furnished,3500,1,3,Villa,4.0
Jor bagh,Delhi,28.67728996,77.15930176,310101,3,2,0,1010102,Unfurnished,2856,1,3,Independent Floor,60.0
Wakad,Pune,18.60223007,73.75694275,16000,1,1,0,40000,Unfurnished,600,1,1,Apartment,30.0
Goregaon West,Mumbai,19.15412903,72.84346771,72000,2,0,0,0,Semi-Furnished,968,1,2,Apartment,30.0
Greater kailash 1,Delhi,28.55195999,77.23581696,125000,3,0,0,0,Semi-Furnished,1800,1,3,Independent Floor,16.0
Nigdi,Pune,18.6574707,73.76837921,8500,0,1,0,15000,Semi-Furnished,350,0,1,Studio Apartment,1095.0
Bavdhan,Pune,18.51499176,73.77275848,35000,2,0,0,0,Semi-Furnished,1050,1,2,Apartment,0.5416666666666666
Bhandup West,Mumbai,19.15110016,72.94132233,27000,2,0,0,0,Semi-Furnished,830,1,2,Apartment,1095.0
Andheri West,Mumbai,19.14131355,72.81232452,40000,1,1,1,100000,Furnished,530,1,1,Apartment,90.0
Maharani Bagh,Delhi,28.57262039,77.26422119,325911,4,2,0,1818282,Unfurnished,5896,1,4,Independent Floor,60.0
Veerbhadra Nagar,Pune,18.56504822,73.76965332,15000,1,1,0,40000,Unfurnished,600,1,1,Apartment,1460.0
Vasant Vihar,Delhi,28.55739021,77.15714264,90000,2,0,0,270000,Furnished,850,1,2,Independent Floor,180.0
Charholi Budruk,Pune,18.65369987,73.90769958,20000,2,0,0,50000,Unfurnished,924,1,2,Apartment,3.0
Aundh,Pune,18.56450272,73.80047607,38000,3,0,0,0,Semi-Furnished,1600,1,3,Apartment,9.0
Hinjewadi,Pune,18.58862686,73.70233917,30000,2,0,0,0,Furnished,750,1,2,Apartment,30.0
Kalyan West,Mumbai,19.25814056,73.13052368,23000,2,0,0,0,Semi-Furnished,1100,1,2,Apartment,23.0
Jor bagh,Delhi,28.67728996,77.15930176,410202,4,2,0,1818202,Unfurnished,5896,1,4,Independent Floor,150.0
Uttam Nagar west,Delhi,28.62127113,77.06132507,9700,1,1,0,9700,Semi-Furnished,680,1,2,Independent Floor,17.0
Dombivali,Mumbai,19.16758537,73.07501221,10000,1,0,0,0,Unfurnished,584,1,1,Apartment,1095.0
Bandra West,Mumbai,19.06760597,72.82559204,65000,2,0,0,0,Furnished,600,1,1,Apartment,3.0
Gahunje,Pune,18.66266441,73.7066803,35000,2,0,0,110000,Furnished,1262,1,2,Apartment,365.0
East of Kailash,Delhi,28.55871391,77.25095367,13000,1,1,0,13000,Furnished,355,0,1,Studio Apartment,150.0
New Ashok Nagar,Delhi,28.59543991,77.31006622,12500,1,0,0,0,Semi-Furnished,500,1,2,Independent Floor,7.0
Vasant Kunj,Delhi,28.52456093,77.14914703,26000,1,0,0,0,Furnished,900,1,1,Apartment,30.0
Saket,Delhi,28.52349854,77.20964813,110000,4,0,0,0,Unfurnished,2200,1,4,Independent Floor,365.0
Andheri East,Mumbai,19.11567116,72.88295746,43000,2,0,0,0,Furnished,560,1,1,Apartment,17.0
Borivali West,Mumbai,19.22188187,72.83937073,29000,2,0,0,0,Unfurnished,540,1,1,Apartment,30.0
Gulmohar park,Delhi,28.55765915,77.21248627,401010,4,2,0,1011802,Unfurnished,5596,1,4,Independent Floor,60.0
Greater kailash 1,Delhi,28.55195999,77.23581696,300000,7,0,0,0,Semi-Furnished,4500,1,7,Independent House,16.0
Lodhi Estate,Delhi,28.59388924,77.22183228,1201102,4,2,0,4011022,Unfurnished,5896,1,4,Independent House,150.0
Mayur Vihar II,Delhi,28.6170063,77.29906464,14000,1,1,1,14000,Unfurnished,700,1,1,Independent House,180.0
Kamothe,Mumbai,19.0232563,73.08821869,12000,1,0,0,0,Unfurnished,685,1,1,Apartment,730.0
Panchsheel Enclave,Delhi,28.54351997,77.22973633,301022,3,2,0,1810220,Unfurnished,2856,1,3,Independent Floor,150.0
Borivali West,Mumbai,19.23309135,72.8415451,75000,3,0,0,0,Semi-Furnished,1100,1,3,Apartment,21.0
Wagholi,Pune,18.58792686,73.98773193,13500,1,0,0,40000,Unfurnished,802,1,2,Apartment,2.0
Parel,Mumbai,19.00310326,72.85025024,140000,1,0,0,0,Semi-Furnished,1350,1,3,Apartment,30.0
Wagholi,Pune,18.5781498,74.00430298,15000,3,2,0,40000,Unfurnished,949,1,3,Apartment,14.0
Malad West,Mumbai,19.19841576,72.83609772,26900,2,0,0,0,Unfurnished,600,1,1,Apartment,30.0
Worli,Mumbai,19.00937271,72.82289124,324000,3,0,0,0,Unfurnished,2100,1,4,Apartment,20.0
Santacruz East,Mumbai,19.07924843,72.853508,65000,2,0,0,0,Furnished,950,1,2,Apartment,1095.0
Ramesh Nagar,Delhi,28.64922142,77.13320923,32000,2,0,0,0,Furnished,1000,1,2,Independent Floor,365.0
Dabri,Delhi,28.60993385,77.09203339,15000,2,0,0,0,Semi-Furnished,560,1,2,Independent Floor,2.0
Sector 5 Dwarka,Delhi,28.60053444,77.05887604,25000,2,3,0,50000,Semi-Furnished,1500,1,3,Apartment,1095.0
Gautam Nagar,Delhi,28.56258392,77.21321869,35000,2,0,0,0,Furnished,1200,1,2,Independent Floor,60.0
Dhayari,Pune,18.45963287,73.79055786,13000,2,1,0,40000,Unfurnished,1150,1,3,Apartment,1095.0
Ghansoli,Mumbai,19.11910248,73.00672913,45000,2,0,0,0,Unfurnished,900,1,2,Apartment,30.0
Andheri West,Mumbai,19.13805008,72.82532501,75000,2,0,0,0,Unfurnished,580,1,2,Apartment,30.0
Santacruz East,Mumbai,19.0825882,72.85115051,62000,2,0,0,0,Furnished,800,1,2,Apartment,1095.0
Naigaon East,Mumbai,19.35957909,72.85820007,7999,1,0,0,0,Unfurnished,570,1,1,Apartment,365.0
New Friends Colony,Delhi,28.56705093,77.27355957,235562,3,2,0,754125,Unfurnished,2041,1,3,Independent Floor,365.0
Wagholi,Pune,18.58424377,74.003685,16500,2,0,0,50000,Semi-Furnished,1010,1,2,Apartment,13.0
Kalyan Vihar,Delhi,28.68982697,77.19462585,39000,3,0,0,0,Semi-Furnished,1500,1,4,Independent Floor,17.0
Tathawade,Pune,18.63718605,73.7440567,11000,1,0,0,30000,Unfurnished,618,1,1,Apartment,180.0
Panchsheel Park,Delhi,28.54232407,77.21628571,220000,4,4,0,220000,Furnished,4000,1,4,Apartment,1095.0
Borivali East,Mumbai,19.22686195,72.86437988,40000,2,1,0,200000,Unfurnished,1200,1,2,Apartment,30.0
Powai,Mumbai,19.1196804,72.89414978,70000,3,0,0,0,Semi-Furnished,1300,1,3,Apartment,730.0
Wakad,Pune,18.5906601,73.77902985,18000,2,0,0,0,Semi-Furnished,905,1,2,Apartment,1095.0
Andheri West,Mumbai,19.14501762,72.82588196,325000,3,2,0,1000000,Furnished,1200,1,4,Apartment,60.0
Naigaon East,Mumbai,19.36453438,72.86127472,6999,1,0,0,0,Semi-Furnished,610,1,1,Apartment,365.0
Kalyan West,Mumbai,19.2482357,73.14151764,20000,2,2,0,100000,Unfurnished,923,1,2,Apartment,365.0
Lohegaon,Pune,18.62072754,73.91501617,16000,2,0,0,40000,Semi-Furnished,1000,1,2,Apartment,1095.0
Wagholi,Pune,18.58507729,73.97621155,12000,2,2,0,30000,Unfurnished,987,1,2,Apartment,14.0
Greater kailash 1,Delhi,28.55175018,77.23332977,235595,3,2,0,754155,Unfurnished,2856,1,3,Independent Floor,365.0
Vashi,Mumbai,19.08798409,73.00245667,14500,1,0,0,0,Furnished,400,0,1,Studio Apartment,10.0
Pimple Saudagar,Pune,18.59599876,73.79756165,14000,1,1,0,40000,Unfurnished,610,1,1,Apartment,1095.0
Juhu,Mumbai,19.09882164,72.8320694,125000,4,0,0,0,Furnished,1600,1,3,Apartment,1095.0
Girgaon,Mumbai,18.95463753,72.81288147,300000,4,0,0,0,Furnished,2212,1,3,Apartment,6.0
Sector 9 Dwarka,Delhi,28.58085632,77.06998444,23000,2,3,0,46000,Semi-Furnished,1300,1,2,Apartment,1095.0
Wagholi,Pune,18.5781498,74.00430298,30000,3,0,0,90000,Semi-Furnished,998,1,3,Apartment,2.0
Chattarpur,Delhi,28.49946976,77.19647217,310110,4,2,0,1010102,Unfurnished,5896,1,4,Villa,60.0
Hinjewadi,Pune,18.58396339,73.69768524,17000,2,0,0,0,Unfurnished,1000,1,2,Apartment,1095.0
Bandra West,Mumbai,19.06009293,72.83030701,1189500,5,3,1,5000000,Furnished,6500,1,6,penthouse,60.0
Vishrantwadi,Pune,18.57371902,73.87998199,27000,2,1,0,100000,Unfurnished,1280,1,2,Apartment,365.0
Koparkhairane Station Road,Mumbai,19.10988808,73.00279999,28000,2,2,1,95000,Furnished,681,1,1,Apartment,30.0
Mayur Vihar II,Delhi,28.61963081,77.30245972,22000,1,0,0,0,Semi-Furnished,1100,1,2,Apartment,1095.0
Chembur,Mumbai,19.06815338,72.89574432,40000,2,0,0,0,Unfurnished,1050,1,2,Apartment,1095.0
Baljeet Nagar,Delhi,28.65736961,77.16074371,6500,1,2,0,6500,Semi-Furnished,387,1,1,Independent Floor,150.0
Borivali East,Mumbai,19.22089958,72.86664581,95000,3,1,0,400000,Unfurnished,1422,1,3,Apartment,30.0
Wagholi,Pune,18.59247398,74.00771332,10000,2,0,0,30000,Unfurnished,962,1,2,Apartment,2.0
Wagholi,Pune,18.57847023,73.97673798,13500,2,2,0,40000,Semi-Furnished,963,1,2,Apartment,365.0
Thane West,Mumbai,19.22232819,72.98812103,30000,2,0,0,125000,Semi-Furnished,1180,1,3,Apartment,365.0
Rajpur Khurd Extension,Delhi,28.48589325,77.19045258,14000,1,0,0,0,Unfurnished,800,1,2,Independent Floor,0.0243055555555555
Santacruz East,Mumbai,19.07358932,72.86816406,103000,3,0,0,0,Furnished,1100,1,3,Apartment,0.7083333333333334
Anand Niketan,Delhi,28.57893944,77.16504669,235596,4,2,0,754818,Unfurnished,5891,1,4,Independent Floor,180.0
Chittaranjan Park,Delhi,28.63529968,77.22499847,53000,3,3,1,106000,Unfurnished,1800,1,3,Independent Floor,1460.0
Charholi Budruk,Pune,18.62409592,73.91689301,23000,2,0,0,0,Semi-Furnished,980,1,2,Apartment,3.0
Hauz Khas,Delhi,28.54954147,77.20098877,115000,3,2,0,115000,Furnished,2000,1,3,Apartment,180.0
Mahape,Mumbai,19.11924934,73.02577209,27500,2,3,1,70000,Unfurnished,1115,1,2,Apartment,180.0
Lohegaon,Pune,18.6058197,73.91240692,12000,2,0,0,0,Unfurnished,906,1,2,Apartment,1095.0
Thane West,Mumbai,19.23377609,72.98891449,35000,2,0,0,0,Furnished,700,1,2,Apartment,180.0
Karampura,Delhi,28.66576004,77.15023041,15000,1,0,0,0,Semi-Furnished,365,1,1,Apartment,60.0
Hadapsar,Pune,18.51945686,73.91488647,25000,3,0,0,0,Unfurnished,1367,1,3,Apartment,1095.0
Chattarpur,Delhi,28.5027256,77.18435669,14000,1,0,0,0,Semi-Furnished,520,1,1,Apartment,30.0
Paschim Vihar,Delhi,28.58610916,77.02997589,22000,2,0,0,0,Semi-Furnished,1000,1,2,Apartment,60.0
Borivali West,Mumbai,19.23436356,72.84619141,33000,2,0,0,150000,Semi-Furnished,650,1,2,Apartment,365.0
Pitampura,Delhi,28.71312141,77.14027405,55000,3,0,0,0,Semi-Furnished,1800,1,3,Independent Floor,0.25
Kanjurmarg,Mumbai,19.13116074,72.94013977,33000,2,0,0,0,Semi-Furnished,1100,1,2,Apartment,1095.0
Sagar Pur,Delhi,28.60399246,77.10236359,9000,2,0,0,0,Unfurnished,900,1,1,Independent Floor,9.0
NIBM,Pune,18.47689629,73.89581299,80000,3,1,0,300000,Furnished,2500,1,4,Apartment,60.0
Gulmohar park,Delhi,28.55765915,77.21248627,401010,4,2,0,1812002,Unfurnished,5569,1,4,Villa,60.0
Seawoods,Mumbai,19.01258278,73.02320862,29000,2,0,0,0,Unfurnished,890,1,2,Apartment,6.0
Kharghar,Mumbai,19.06076813,73.08040619,10000,1,0,0,0,Unfurnished,600,1,1,Apartment,1095.0
Dhanori,Pune,18.58503914,73.89508057,16000,1,0,0,35000,Unfurnished,650,1,1,Apartment,2.0
Jor bagh,Delhi,28.67728996,77.15930176,401012,4,2,0,1810202,Unfurnished,5896,1,5,Independent Floor,150.0
Karanjade,Mumbai,18.97457123,73.10448456,7000,2,0,0,0,Unfurnished,650,1,1,Apartment,365.0
Baner,Pune,18.55214691,73.76937103,22000,2,1,1,60000,Semi-Furnished,1149,1,2,Apartment,1460.0
NIBM Annex Mohammadwadi,Pune,18.4684639,73.9065094,40000,3,1,0,100000,Furnished,1400,1,3,Apartment,60.0
Kondhwa,Pune,18.47608566,73.89735413,30000,2,1,0,60000,Semi-Furnished,1000,1,2,Villa,30.0
vakola santacuz e,Mumbai,19.0788784,72.85002899,85000,3,3,1,0,Furnished,1665,1,3,Apartment,1095.0
Kondhwa,Pune,18.46165085,73.88987732,16000,2,0,0,48000,Semi-Furnished,1200,1,2,Apartment,1460.0
Vishrantwadi,Pune,18.57247162,73.87510681,23000,2,1,0,80000,Semi-Furnished,1280,1,2,Apartment,365.0
Mayur Vihar II,Delhi,28.6170063,77.29906464,35000,2,1,1,70000,Semi-Furnished,1400,1,3,Independent House,180.0
Nizamuddin West,Delhi,28.58960152,77.24316406,120000,3,0,0,0,Furnished,2000,1,3,Independent Floor,23.0
Chakan,Pune,18.75392723,73.8572998,7000,1,0,0,0,Unfurnished,534,1,1,Apartment,1095.0
Sarvodaya Enclave,Delhi,28.5376606,77.20207214,504010,4,2,0,1012020,Unfurnished,6521,1,5,Villa,365.0
Tardeo,Mumbai,18.96496964,72.80918121,250000,6,0,0,0,Furnished,3600,1,5,Apartment,180.0
Navjeevan Vihar,Delhi,28.53295517,77.1992569,51000,2,0,0,0,Semi-Furnished,1500,1,2,Independent Floor,11.0
Goregaon West,Mumbai,19.16975403,72.83875275,30000,1,0,0,0,Unfurnished,650,1,1,Apartment,3.0
Sector 11 Dwarka,Delhi,28.58890533,77.04972839,48000,3,0,0,0,Semi-Furnished,2400,1,4,Apartment,60.0
Ghansoli,Mumbai,19.12399673,72.9980545,27000,2,3,1,75000,Unfurnished,1100,1,2,Apartment,180.0
Vasant Kunj,Delhi,28.52631378,77.14366913,404011,4,2,0,1010220,Unfurnished,5896,1,4,Villa,60.0
Dabri,Delhi,28.60726929,77.08944702,13000,2,0,0,0,Unfurnished,900,1,2,Independent Floor,30.0
Vasant Kunj,Delhi,28.52631378,77.14366913,401102,4,2,0,1022020,Unfurnished,6521,1,5,Independent House,180.0
Sunder Nagar,Delhi,28.61843681,76.96178436,301022,4,2,0,1010220,Unfurnished,5896,1,4,Independent Floor,150.0
Kondhwa,Pune,18.46402168,73.88986969,16000,2,2,0,50000,Unfurnished,930,1,2,Apartment,1095.0
Kandivali West,Mumbai,19.21541214,72.83696747,30000,2,0,0,0,Unfurnished,400,1,1,Apartment,30.0
Pimple Saudagar,Pune,18.58903122,73.80046082,18000,2,1,0,50000,Furnished,850,1,2,Apartment,1095.0
Dhanori,Pune,18.59461403,73.90431976,21000,2,0,0,0,Semi-Furnished,952,1,2,Apartment,11.0
Maharani Bagh,Delhi,28.57262039,77.26422119,310102,4,2,0,1810201,Unfurnished,5896,1,4,Independent Floor,60.0
Anand Niketan,Delhi,28.57889748,77.1645813,125000,4,0,0,0,Semi-Furnished,1600,1,3,Independent Floor,1095.0
Nizamuddin East,Delhi,28.59021187,77.24993896,150000,3,0,0,0,Semi-Furnished,1800,1,3,Independent Floor,16.0
Andheri West,Mumbai,19.1397171,72.83566284,32000,2,0,0,0,Unfurnished,800,1,1,Apartment,1095.0
Gulmohar park,Delhi,28.55765915,77.21248627,310182,3,2,0,1102002,Unfurnished,2856,1,3,Independent Floor,60.0
Hauz Khas,Delhi,28.55542183,77.20988464,301012,3,2,0,1810102,Unfurnished,2856,1,3,Independent Floor,150.0
Kaushambi,Delhi,28.64315033,77.32295227,25000,2,0,0,0,Semi-Furnished,1225,1,2,Apartment,3.0
Uday Park,Delhi,28.56010056,77.2193222,301011,4,2,0,1810101,Unfurnished,5569,1,4,Independent Floor,365.0
Chikhali,Pune,18.68061447,73.82879639,13000,2,0,0,0,Semi-Furnished,1200,1,2,Apartment,1095.0
Ravet,Pune,18.65595818,73.74341583,13000,1,2,0,30000,Unfurnished,670,1,1,Apartment,365.0
NIBM Annex Mohammadwadi,Pune,18.4670372,73.93384552,14000,2,2,0,50000,Unfurnished,950,1,2,Apartment,365.0
Kurla,Mumbai,19.07773018,72.88562012,60000,2,0,0,0,Semi-Furnished,850,1,2,Apartment,30.0
Goregaon East,Mumbai,19.15562439,72.88517761,12000,1,0,0,0,Semi-Furnished,344,0,1,Studio Apartment,1095.0
Rohini Sector 9,Delhi,28.63529968,77.22499847,32000,2,1,0,64000,Semi-Furnished,1200,1,3,Apartment,1460.0
Panchsheel Park,Delhi,28.54154015,77.21611786,301012,4,2,0,1010112,Unfurnished,6521,1,5,Independent Floor,150.0
Santacruz East,Mumbai,19.0726223,72.86604309,45000,2,0,0,0,Unfurnished,1025,1,2,Apartment,1095.0
Dhanori,Pune,18.60192871,73.90148163,22000,2,1,0,60000,Unfurnished,1020,1,2,Apartment,30.0
Malabar Hill,Mumbai,18.96176529,72.80204773,360000,2,0,0,0,Semi-Furnished,1848,1,3,Apartment,30.0
Greater Kailash,Delhi,28.55097008,77.24377441,165000,3,0,0,0,Unfurnished,2385,1,3,Independent Floor,16.0
Wagholi,Pune,18.5841217,74.02622223,16000,2,2,0,50000,Unfurnished,1090,1,2,Apartment,365.0
Wagholi,Pune,18.57500267,73.9759903,18000,2,2,0,60000,Semi-Furnished,980,1,2,Apartment,180.0
Wagholi,Pune,18.57419014,73.99902344,11000,2,0,0,30000,Unfurnished,700,1,2,Apartment,13.0
Hinjewadi,Pune,18.58816147,73.72674561,23000,2,2,0,60000,Unfurnished,903,1,2,Apartment,60.0
Malviya Nagar,Delhi,28.5332737,77.20761871,12000,1,0,0,0,Furnished,200,0,1,Studio Apartment,365.0
Rajinder Nagar,Delhi,28.6402092,77.18727112,19000,1,0,0,0,Furnished,300,0,1,Studio Apartment,9.0
Rajouri Garden,Delhi,28.64152908,77.12091064,53000,3,0,0,0,Semi-Furnished,2000,1,3,Independent Floor,365.0
Safdarjung Enclave,Delhi,28.57550049,77.18881989,38000,2,1,0,38000,Semi-Furnished,1500,1,2,Independent Floor,16.0
Jor bagh,Delhi,28.58849144,77.21805573,300000,3,0,0,0,Semi-Furnished,2200,1,3,Independent Floor,730.0
Andheri East,Mumbai,19.12174416,72.88658142,32000,2,0,0,100000,Furnished,600,1,1,Apartment,365.0
Malad East,Mumbai,19.18119812,72.86160278,25000,2,3,1,75000,Semi-Furnished,430,1,1,Apartment,60.0
Greater kailash 1,Delhi,28.54862404,77.23415375,250000,4,3,0,500000,Furnished,4500,1,4,Apartment,7.0
Kharghar,Mumbai,19.0733223,73.07743073,40000,2,2,0,100000,Furnished,806,1,2,Apartment,365.0
